 79.816642   4.321740   4.259917           647.931819
 79.276563   1.895248   1.591098           137.780223
 33.304734   0.019556   4.849231           534.581706
122.466374   2.749099   2.837098           121.700058
155.365717   4.397718   1.564558           363.662908
 67.029273   1.179718   3.428465           652.528928
185.768448   5.306013   4.312584           131.448516
 35.695330   5.171378   1.607861           270.924286
147.321862   4.358393   6.001267            88.807189
171.407747   4.972201   4.162712           587.355363
129.481502   0.505480   5.162467           443.777024
 57.349125   3.274613   3.235491           609.366322
 48.665096   4.162081   1.536132           556.249620
 86.520919   0.454165   3.826688           476.745888
127.226257   5.690329   3.606370           325.102430
109.671234   6.179209   2.495636            89.162966
125.396661   4.549410   3.868944           665.919687
170.643140   6.243671   5.855883           131.728658
  0.447428   0.145009   5.542670           201.406941
 62.317143   6.190056   1.999356           424.647348
 10.781432   4.185219   3.723337           376.693860
124.226006   3.629656   5.602590           381.093832
 35.444977   2.682496   2.603469           236.635302
164.254598   1.819197   5.378997            22.722016
106.949934   1.169793   5.389789            32.980574
 17.013678   6.079087   1.379658           220.076895
 71.881896   4.164568   2.357045            60.643224
 90.735307   4.526526   4.969785            14.872515
 53.202806   5.704413   5.596267           339.727598
 82.852742   3.054509   5.585133           643.476664
188.819430   0.348263   1.348992           316.736025
176.506206   5.032274   0.812856           503.911581
 91.491413   1.550084   5.772474           673.109098
 51.400760   0.217090   1.927704           425.025520
 29.771307   1.417139   1.516070           249.879074
125.476411   2.177819   1.407103           645.611468
194.827353   3.753070   2.040545            69.510301
 20.969736   2.217984   6.016819           386.904042
168.423673   3.108627   2.404744           482.691125
 90.140117   0.563574   5.192383           216.456796
120.783766   4.658412   1.567430           270.543847
167.241256   4.277217   2.064155           112.844965
180.134706   2.922115   5.655886           133.915790
 58.108788   5.984957   4.368137           192.327250
160.747097   5.333042   5.952981           496.360309
151.938790   1.993411   6.127629           471.590809
 31.115128   0.359299   0.190211           372.007322
 74.159898   2.878265   1.889910           171.739132
 97.832576   1.076427   2.576351           131.586694
 42.635763   6.105155   4.471974           562.828218
103.153853   6.093227   1.869410           290.582453
166.317272   3.948794   4.859904           354.133446
164.328511   3.630426   0.223702           362.213678
168.469700   4.626943   3.741873           100.987418
121.474936   5.209876   3.643209           676.281471
152.999791   3.892496   0.491914            66.024596
165.344961   3.045980   6.117629           222.010814
 98.231265   1.973535   4.476523           304.291077
115.245865   1.976583   1.782196           590.109259
113.946358   3.354232   1.860103           168.040169
 55.622884   5.197774   5.538831           100.981378
192.425730   4.204446   4.533810           640.813152
131.849361   3.708883   5.127631           269.044744
 70.074834   1.708176   0.933534           386.738419
146.099868   4.487133   1.369274           624.390850
 30.437089   5.608936   0.553545           332.932118
125.363468   4.881248   4.174126             1.169587
187.280826   5.552463   1.195402           127.318428
146.029704   0.263150   2.590592           349.302219
 57.313596   0.867869   4.448759           257.448810
164.486304   0.637318   4.805517           484.535464
108.490072   5.156225   0.907358           163.995813
 35.389447   3.159348   2.110308           537.130740
152.561539   0.408766   2.995819            22.116184
 80.129963   4.542652   5.922794           109.463447
116.501911   0.398599   1.731995           535.823183
 28.241726   4.739951   5.794804           116.390597
 95.140379   2.690386   4.493926           550.590558
 30.319542   4.264698   3.689739           573.405875
148.774981   4.100063   5.586172           606.275423
164.009622   3.303699   5.781907            25.726665
191.970579   1.155602   5.447745           500.890519
 66.136767   3.047367   2.416791           560.969874
126.968266   4.218921   5.503718           260.464812
194.991877   2.494538   3.619483            72.375387
 54.896200   2.119561   5.331424            86.086527
143.031061   0.707959   2.942155           192.923119
167.500959   0.505032   4.399282            46.921400
103.354820   5.956636   3.215358           395.742923
131.728030   2.908855   2.087313           522.678598
 37.386182   0.649110   3.647208           512.257719
108.574630   2.752549   4.002068           644.938726
 66.536857   2.036294   4.171597           596.986047
 66.766731   5.012859   2.696598           597.426077
 66.521446   3.583351   5.115961           333.164365
125.560132   2.428600   0.286940           253.536564
135.860109   0.894527   3.432144           246.148431
 47.829231   1.526013   4.920499           259.325410
176.470653   3.397721   0.943398           375.819156
138.957821   3.936130   1.228933           348.559341
